Project_ID,Project_Name,Category,Contractor,Start_Date,Planned_End_Date,Actual_End_Date,Budget_MYR,Actual_Cost_MYR,Delay_Days
P0832,Project_832,Infrastructure,UEM,2024-04-24,2025-01-03,2025-01-03,99450718,114888558,0
P0833,Project_833,Industrial,IJM,2023-12-13,2024-04-09,2024-04-09,124025615,117530676,0
P0834,Project_834,Commercial,WCT,2023-10-06,2024-11-11,2024-11-11,34750219,37555536,0
P0835,Project_835,Commercial,SP Setia,2023-12-04,2025-04-27,2025-07-27,133410254,143205260,91
P0836,Project_836,Industrial,WCT,2023-08-31,2024-10-29,2024-10-29,27655670,26650697,0
P0837,Project_837,Commercial,Gamuda,2022-08-18,2022-12-07,2022-12-07,28884465,28000403,0
P0838,Project_838,Residential,Gamuda,2023-02-15,2024-07-28,2024-07-28,45064315,46360907,0
P0839,Project_839,Commercial,Sunway,2024-01-06,2025-09-25,2026-01-24,137647120,166614632,121
P0840,Project_840,Infrastructure,SP Setia,2022-10-22,2024-06-09,2024-06-09,120778517,134067653,0
P0841,Project_841,Infrastructure,IJM,2023-11-25,2024-09-03,2024-09-03,114662352,104350834,0
P0842,Project_842,Infrastructure,SP Setia,2023-09-25,2025-03-29,2025-03-29,127987492,136192586,0
P0843,Project_843,Residential,Sunway,2023-02-12,2023-12-16,2024-04-02,73780034,84048959,108
P0844,Project_844,Infrastructure,UEM,2022-08-29,2024-03-23,2024-03-23,6439078,7191679,0
P0845,Project_845,Infrastructure,UEM,2023-11-19,2025-03-02,2025-03-02,53149864,57205802,0
P0846,Project_846,Commercial,UEM,2022-05-16,2022-11-13,2023-02-12,43063002,45973671,91
P0847,Project_847,Infrastructure,WCT,2024-06-11,2025-06-23,2025-10-03,80947237,92684686,102
P0848,Project_848,Industrial,Gamuda,2022-11-17,2024-05-06,2024-05-06,136875569,130434568,0
P0849,Project_849,Industrial,UEM,2022-07-13,2023-03-12,2023-03-12,54161624,53678414,0
P0850,Project_850,Industrial,UEM,2022-04-29,2023-12-16,2024-01-05,100702638,113995985,20
P0851,Project_851,Commercial,SP Setia,2022-04-26,2022-12-23,2022-12-23,30119621,30102776,0
P0852,Project_852,Industrial,Gamuda,2023-06-05,2024-06-08,2024-06-08,6107490,6716869,0
P0853,Project_853,Residential,UEM,2022-09-10,2024-05-02,2024-05-02,11969166,14883263,0
P0854,Project_854,Industrial,UEM,2023-01-18,2024-12-12,2024-12-12,46278789,49105572,0
P0855,Project_855,Industrial,Sunway,2023-10-06,2024-10-05,2024-10-05,93429865,105544024,0
P0856,Project_856,Residential,SP Setia,2024-01-20,2025-11-22,2025-11-22,18068041,18050585,0
P0857,Project_857,Industrial,Gamuda,2022-03-14,2023-12-24,2024-06-05,29843972,32582761,164
P0858,Project_858,Commercial,Gamuda,2022-01-22,2022-11-21,2023-01-11,113017416,135938508,51
P0859,Project_859,Infrastructure,WCT,2022-11-02,2024-06-16,2024-06-16,40241996,37571497,0
P0860,Project_860,Residential,UEM,2022-07-24,2024-03-06,2024-07-08,132893304,159267253,124
P0861,Project_861,Infrastructure,UEM,2024-04-10,2025-07-21,2025-07-21,121529420,113330025,0
P0862,Project_862,Residential,Sunway,2023-11-24,2024-10-08,2024-10-08,137962054,155418239,0
P0863,Project_863,Infrastructure,IJM,2023-04-25,2024-10-13,2024-11-12,85636201,82061818,30
P0864,Project_864,Industrial,UEM,2023-06-20,2024-11-28,2024-11-28,25544041,27579775,0
P0865,Project_865,Residential,Gamuda,2022-04-07,2023-10-24,2023-10-24,100417433,93249571,0
P0866,Project_866,Infrastructure,Sunway,2024-01-29,2025-08-14,2025-08-14,110483683,115531466,0
P0867,Project_867,Commercial,IJM,2023-08-25,2025-03-02,2025-03-02,96626249,116431797,0
P0868,Project_868,Industrial,Gamuda,2022-07-09,2022-12-26,2022-12-26,33542919,30398952,0
P0869,Project_869,Industrial,Sunway,2022-01-14,2022-10-06,2023-04-01,128524069,188214875,177
P0870,Project_870,Residential,Gamuda,2023-09-26,2024-12-28,2024-12-28,28524377,25810469,0
P0871,Project_871,Industrial,SP Setia,2023-12-14,2024-09-21,2024-09-21,134148913,151240683,0
P0872,Project_872,Industrial,Gamuda,2024-05-28,2026-02-28,2026-02-28,85777025,81647545,0
P0873,Project_873,Commercial,IJM,2022-04-30,2023-01-15,2023-03-05,135203769,169688530,49
P0874,Project_874,Industrial,UEM,2022-10-29,2024-09-01,2024-09-01,94617193,106032138,0
P0875,Project_875,Industrial,IJM,2024-05-18,2026-01-05,2026-01-05,14936733,15984325,0
P0876,Project_876,Infrastructure,SP Setia,2024-01-02,2024-06-02,2024-06-02,118280982,129356752,0
P0877,Project_877,Commercial,Sunway,2023-03-04,2024-09-28,2024-11-06,98083783,106827141,39
P0878,Project_878,Infrastructure,WCT,2024-01-14,2024-10-26,2024-10-26,122604442,119771766,0
P0879,Project_879,Infrastructure,UEM,2024-05-23,2025-12-13,2025-12-13,109789478,130822755,0
P0880,Project_880,Industrial,IJM,2024-03-29,2024-12-09,2024-12-09,80821531,75177534,0
P0881,Project_881,Industrial,Sunway,2022-06-27,2023-04-17,2023-06-06,32086137,42153847,50
P0882,Project_882,Commercial,IJM,2022-08-29,2023-06-29,2023-06-29,9866894,9780882,0
P0883,Project_883,Residential,WCT,2024-04-27,2025-12-23,2025-12-23,95659983,106770605,0
P0884,Project_884,Infrastructure,IJM,2022-08-18,2024-03-28,2024-03-28,100359272,117373501,0
P0885,Project_885,Industrial,Gamuda,2024-05-23,2026-01-30,2026-01-30,18535063,19521857,0
P0886,Project_886,Residential,IJM,2022-04-19,2024-04-03,2024-04-03,16266085,15590492,0
P0887,Project_887,Commercial,SP Setia,2023-01-06,2023-09-13,2023-12-06,140800589,183249615,84
P0888,Project_888,Residential,IJM,2023-01-08,2024-03-15,2024-03-15,59194523,61888610,0
P0889,Project_889,Industrial,Sunway,2024-05-04,2025-11-30,2025-11-30,140566007,139596870,0
P0890,Project_890,Industrial,UEM,2023-10-07,2024-09-12,2024-10-30,66252141,71116734,48
P0891,Project_891,Residential,Gamuda,2024-05-22,2026-01-30,2026-01-30,123803813,111854522,0
P0892,Project_892,Commercial,WCT,2022-12-13,2024-01-29,2024-01-29,121520390,141658425,0
P0893,Project_893,Infrastructure,SP Setia,2022-03-01,2023-11-13,2024-02-06,112911808,145664166,85
P0894,Project_894,Commercial,SP Setia,2024-01-31,2025-03-17,2025-03-17,80103071,89206013,0
P0895,Project_895,Industrial,IJM,2023-02-18,2024-08-17,2024-08-17,123687076,149746237,0
P0896,Project_896,Commercial,WCT,2022-11-05,2023-04-30,2023-04-30,109688093,127130504,0
P0897,Project_897,Commercial,Gamuda,2023-07-08,2024-07-22,2024-07-22,142350800,154090122,0
P0898,Project_898,Industrial,WCT,2022-01-29,2023-11-02,2023-11-02,69784153,70229357,0
P0899,Project_899,Residential,UEM,2022-04-24,2022-09-22,2022-09-22,141230827,129467217,0
P0900,Project_900,Commercial,Sunway,2022-11-02,2024-09-08,2024-09-19,95994329,115476674,11
P0901,Project_901,Infrastructure,WCT,2022-11-03,2023-11-19,2023-11-19,106378871,104961017,0
P0902,Project_902,Industrial,Gamuda,2023-08-20,2024-06-02,2024-09-12,31303409,34427084,102
P0903,Project_903,Industrial,WCT,2022-04-05,2022-09-05,2022-09-05,132843211,123188889,0
P0904,Project_904,Industrial,SP Setia,2023-07-27,2025-04-08,2025-04-08,138902934,173459083,0
P0905,Project_905,Residential,SP Setia,2023-03-03,2023-11-14,2023-11-14,135127953,127734402,0
P0906,Project_906,Residential,WCT,2022-08-06,2024-02-13,2024-02-13,47101334,48479812,0
P0907,Project_907,Commercial,Gamuda,2024-05-22,2025-10-12,2025-10-12,104209976,95258208,0
P0908,Project_908,Commercial,WCT,2023-01-16,2024-02-22,2024-02-22,83915003,98761354,0
P0909,Project_909,Residential,Gamuda,2023-03-08,2023-07-25,2023-07-25,62869707,72858516,0
P0910,Project_910,Industrial,Sunway,2023-07-15,2024-10-04,2024-10-04,117091976,118075040,0
P0911,Project_911,Industrial,SP Setia,2024-03-11,2025-06-30,2025-06-30,42184292,44771355,0
P0912,Project_912,Infrastructure,WCT,2023-04-05,2023-12-03,2023-12-03,114958767,139684736,0
P0913,Project_913,Infrastructure,WCT,2022-02-16,2023-08-13,2023-08-13,49456878,54412367,0
P0914,Project_914,Residential,WCT,2023-10-23,2024-05-26,2024-05-26,56654156,61732748,0
P0915,Project_915,Residential,Sunway,2023-06-19,2024-03-28,2024-03-28,37288268,40500682,0
P0916,Project_916,Industrial,WCT,2024-03-16,2025-01-10,2025-03-23,27722509,33901152,72
P0917,Project_917,Infrastructure,UEM,2022-02-16,2023-10-02,2023-10-02,122310970,111109722,0
P0918,Project_918,Residential,IJM,2022-09-21,2023-03-23,2023-03-23,50139030,48330721,0
P0919,Project_919,Infrastructure,UEM,2022-11-11,2024-04-01,2024-04-01,92319557,106135660,0
P0920,Project_920,Residential,Gamuda,2022-04-12,2023-06-03,2023-07-19,92031551,116422880,46
P0921,Project_921,Residential,Sunway,2022-07-27,2023-06-27,2023-06-27,137333160,147845661,0
P0922,Project_922,Commercial,Gamuda,2022-03-04,2023-04-23,2023-08-29,22571305,26356521,128
P0923,Project_923,Commercial,Sunway,2022-10-03,2024-07-21,2024-07-21,71119972,80226373,0
P0924,Project_924,Infrastructure,WCT,2023-08-05,2024-12-23,2024-12-23,139333793,172602387,0
P0925,Project_925,Infrastructure,SP Setia,2022-06-22,2023-05-29,2023-10-23,126263570,156831290,147
P0926,Project_926,Industrial,Sunway,2022-06-21,2022-09-19,2022-10-14,78364198,96109060,25
P0927,Project_927,Residential,Sunway,2024-05-12,2025-03-15,2025-03-15,17209714,18705775,0
P0928,Project_928,Infrastructure,SP Setia,2022-04-02,2023-08-09,2023-08-09,80016515,77919887,0
P0929,Project_929,Commercial,UEM,2022-12-17,2023-12-09,2023-12-09,71015871,71908781,0
P0930,Project_930,Residential,SP Setia,2023-09-06,2024-11-05,2024-11-05,5549625,5002974,0
P0931,Project_931,Residential,WCT,2022-06-27,2023-11-22,2024-04-22,110439052,149780958,152
P0932,Project_932,Commercial,SP Setia,2022-02-01,2023-07-31,2023-07-31,106032783,108714140,0
P0933,Project_933,Residential,Sunway,2022-01-09,2022-08-14,2022-08-14,56805588,55529295,0
P0934,Project_934,Industrial,Sunway,2023-11-28,2025-02-26,2025-02-26,86383867,84431737,0
P0935,Project_935,Industrial,Gamuda,2022-02-07,2023-02-19,2023-02-19,6915395,8211293,0
P0936,Project_936,Commercial,Gamuda,2024-06-09,2025-06-18,2025-11-20,50762096,66573016,155
P0937,Project_937,Infrastructure,IJM,2023-08-26,2024-04-03,2024-04-03,74692414,89587398,0
P0938,Project_938,Residential,Sunway,2024-05-18,2024-09-08,2024-09-08,126849866,133127674,0
P0939,Project_939,Residential,SP Setia,2023-03-19,2024-08-06,2024-08-06,144128827,147950423,0
P0940,Project_940,Commercial,Sunway,2022-08-18,2023-01-03,2023-03-25,147917797,142997018,81
P0941,Project_941,Commercial,IJM,2022-03-25,2024-01-29,2024-01-29,118768382,145010057,0
P0942,Project_942,Infrastructure,Sunway,2022-12-04,2024-01-16,2024-01-16,12482035,14764009,0
P0943,Project_943,Commercial,Gamuda,2022-09-11,2023-03-30,2023-03-30,96483331,114580885,0
P0944,Project_944,Residential,Gamuda,2024-03-05,2026-02-07,2026-07-25,30681420,40255976,168
P0945,Project_945,Residential,Sunway,2022-02-04,2023-05-26,2023-05-26,39235129,46330232,0
P0946,Project_946,Industrial,UEM,2023-09-18,2025-03-03,2025-03-03,19976003,20040343,0
P0947,Project_947,Residential,Sunway,2022-04-09,2023-09-01,2023-09-01,126711655,149305310,0
P0948,Project_948,Residential,WCT,2023-10-29,2024-02-22,2024-02-22,56668810,51245661,0
P0949,Project_949,Industrial,IJM,2024-03-19,2025-01-01,2025-01-01,141606268,148311671,0
P0950,Project_950,Infrastructure,Sunway,2022-09-06,2023-04-24,2023-04-24,39274041,41337767,0
P0951,Project_951,Infrastructure,Gamuda,2023-08-21,2025-05-26,2025-05-26,131036825,133659541,0
P0952,Project_952,Residential,UEM,2023-06-15,2025-05-05,2025-05-05,20386089,24192463,0
P0953,Project_953,Industrial,WCT,2022-12-19,2023-10-05,2023-10-05,23361998,26486689,0
P0954,Project_954,Industrial,Gamuda,2023-12-11,2025-02-12,2025-02-12,85431743,81740920,0
P0955,Project_955,Industrial,SP Setia,2023-05-23,2024-04-01,2024-04-01,66813708,65116538,0
P0956,Project_956,Infrastructure,Gamuda,2024-02-26,2025-04-30,2025-04-30,112458087,140174205,0
P0957,Project_957,Infrastructure,Gamuda,2022-03-17,2023-06-16,2023-06-16,43225739,41844296,0
P0958,Project_958,Commercial,Sunway,2022-01-31,2022-11-20,2022-11-20,51747125,51317603,0
P0959,Project_959,Residential,Gamuda,2024-05-17,2026-03-05,2026-03-05,57610010,68844451,0
P0960,Project_960,Commercial,Sunway,2024-05-01,2024-12-17,2024-12-17,95834068,96483375,0
P0961,Project_961,Industrial,SP Setia,2024-04-08,2025-07-23,2025-07-23,146445818,182939122,0
P0962,Project_962,Infrastructure,Sunway,2022-03-08,2022-10-05,2022-10-05,55906403,57716005,0
P0963,Project_963,Infrastructure,IJM,2023-09-06,2025-02-16,2025-02-16,17400426,19237285,0
P0964,Project_964,Industrial,IJM,2022-12-02,2023-11-10,2023-11-10,38945953,48251485,0
P0965,Project_965,Infrastructure,UEM,2024-01-15,2024-07-06,2024-07-06,49945099,58084043,0
P0966,Project_966,Industrial,UEM,2023-06-16,2025-01-01,2025-01-01,105362304,112648525,0
P0967,Project_967,Commercial,UEM,2022-10-02,2024-08-17,2024-08-17,60619718,58864787,0
P0968,Project_968,Residential,IJM,2022-08-12,2023-09-19,2024-01-15,47200558,57592348,118
P0969,Project_969,Industrial,WCT,2024-02-09,2024-08-03,2024-10-27,144269877,169562614,85
P0970,Project_970,Industrial,Sunway,2023-09-29,2024-12-06,2025-04-04,130507262,148085042,119
P0971,Project_971,Infrastructure,Gamuda,2022-10-07,2024-01-31,2024-01-31,123564852,139118478,0
P0972,Project_972,Residential,Sunway,2022-10-29,2024-06-23,2024-06-23,79202256,74010008,0
P0973,Project_973,Infrastructure,IJM,2022-02-09,2023-11-20,2023-11-20,57786844,57064986,0
P0974,Project_974,Infrastructure,UEM,2023-12-24,2025-12-01,2025-12-01,7290795,7280922,0
P0975,Project_975,Commercial,UEM,2023-02-20,2025-01-03,2025-01-03,131702606,164133861,0
P0976,Project_976,Industrial,SP Setia,2022-08-22,2023-07-10,2023-09-11,67739590,84517628,63
P0977,Project_977,Industrial,IJM,2024-04-13,2025-10-27,2025-10-27,89040385,93499308,0
P0978,Project_978,Infrastructure,SP Setia,2023-03-26,2024-09-26,2024-09-26,105582810,127313079,0
P0979,Project_979,Industrial,SP Setia,2022-01-10,2023-09-03,2023-09-03,96220338,100935305,0
P0980,Project_980,Infrastructure,WCT,2023-07-05,2024-08-04,2024-08-04,13646034,13015477,0
P0981,Project_981,Industrial,IJM,2023-10-07,2025-09-13,2026-02-25,107359423,121470638,165
P0982,Project_982,Commercial,Gamuda,2023-05-02,2023-11-19,2024-02-21,86777644,84336770,94
P0983,Project_983,Industrial,Sunway,2024-04-26,2026-04-03,2026-04-03,55114780,67183310,0
P0984,Project_984,Commercial,Sunway,2022-07-30,2023-06-23,2023-06-23,127047855,137400487,0
P0985,Project_985,Residential,UEM,2024-05-30,2025-10-22,2025-10-22,34727603,36340513,0
P0986,Project_986,Industrial,IJM,2024-06-05,2025-04-02,2025-04-02,88149808,101229922,0
P0987,Project_987,Commercial,Gamuda,2023-09-11,2025-07-20,2025-07-20,139882110,148363827,0
P0988,Project_988,Industrial,UEM,2022-05-27,2023-11-24,2023-12-20,71260641,89083625,26
P0989,Project_989,Infrastructure,SP Setia,2023-04-19,2025-02-26,2025-02-26,82285730,100521363,0
P0990,Project_990,Industrial,UEM,2024-05-12,2025-06-10,2025-06-10,116414876,141442632,0
P0991,Project_991,Commercial,Sunway,2023-01-29,2023-11-02,2023-11-02,110643126,101269723,0
P0992,Project_992,Residential,Sunway,2023-10-06,2025-07-07,2025-07-07,63318909,66101607,0
P0993,Project_993,Residential,UEM,2022-03-20,2022-10-03,2022-10-03,115084324,113757207,0
P0994,Project_994,Commercial,UEM,2022-01-28,2022-07-11,2022-12-31,107315668,125959937,173
P0995,Project_995,Industrial,UEM,2022-02-08,2022-05-19,2022-05-19,41636224,48382816,0
P0996,Project_996,Commercial,IJM,2022-03-11,2022-09-01,2022-09-01,122500548,145426444,0
P0997,Project_997,Industrial,IJM,2024-05-08,2024-08-24,2024-08-24,52576589,57157526,0
P0998,Project_998,Residential,SP Setia,2022-03-21,2022-06-30,2022-06-30,123288228,120309011,0
P0999,Project_999,Residential,UEM,2023-06-30,2024-05-06,2024-05-06,145358045,167269847,0
P1000,Project_1000,Commercial,IJM,2023-12-08,2025-01-16,2025-01-16,6252448,6453079,0
